Author,Comment,Published At,Likes
@mastok4729,"Maaf, Alasan Politik Apa? Saya PENSIUN dari Segala Aktivitas Permasalahan Bangsa Indonesia, Sobat. Semua itu Karena ""Dampak Tiktok Siasat dan Strategi Pemasaran"" Yang Lebih Mudah dan Tanpa Ribet untuk Menjalaninya. Dulu, Ketika GRAB dan GOJEK sebelum ADA Saya ini, Saya Sudah Sudah MENERAWANG bakal Ada Kendaraan Roda Dua yang Menarik Penumpang dengan Menggunakan Tehnologi SATELIT. Lalu, Ide dan Dan Gagasan Saya tsb Sedang di BACA dan Di amati Oleh Orang dan Orang tsb Menciptakan ""Ojek Online"".seperti Sekarang ini. Kemudian Saya MENERAWANG untuk Kedua kalinya. Di situ terlihat ADA Kendaraan Roda Empat Menarik Penumpang dengan Menggunakan Teknologi SATELIT. Kemudian Ide dan Gagasan Saya tsb, Terbaca lagi dan Kemudian Lahirlah GRAB spt Sekarang ini. Dan Dari 2 Hasil Karya Cipta Saya tsb ""Tidak Ada KOMPLAIN"" Dari Masing-masing Alat Transportasi Massal Keduanya yang Masih Menggunakan Sistem MANUAL. Kemudian Saya MENERAWANG lagi untuk Ketiga Kalinya. Di Situ Terlihat Jelas, ADA Nya Para Individualisme/Masyarakat Sipil Perorangan menggunakan Basis Tehnologi Satelit Guna Melakukan Upaya PEMASARAN atas Suatu Dagangannya Kepada Para Konsumen yang Menggunakan HP Android. Dengan Cara Memviralkan Barang Dagangan ""Kecil-Kecilannya tsb"".Hal itu, ia lakukan Mengingat"" Ketatnya "" Persaingan Antar Pedagang di Tingkat Pasar Tradisional juga Supermarket yang Bermain dengan Diskon Besar-Besaran dan Promo Gila-Gilaan. Terlebih lagi, Ketatnya Persaingan Usaha Dagang Antar Teman dan Orang lain yang Memiliki JENIS dalam Usaha yang SAMA. Sehingga Persaingan Harga terkadang menjadi Pemicu Sepinya Jualan Merk Produk yang mereka Perjualkan ke Konsumen. Serta Lapangan Kerja yang Semakin Hari, Bulan dan Tahun Semakin MENYEMPIT. Maka dari itu di Butuhkan Penyegaran INOVASI Guna Menciptakan Lapangan Kerja BARU bagi Mereka Para UMKM yang Tidak Memiliki Cukup Banyak Uang untuk Membeli dan Atau Menyewa RUKO. Sebagai Upaya di dalam Memperdagangkan Merk atau Produk yang Mereka Jual. Ketika ADA Pelarangan atas Tiktok Shop/Penjualan Oleh Pemerintah Kita ""Tanpa"" ada Penjelasan Secara Konkrek dan Menyeluruh, termasuk Bagaimana Menciptakan Peluang Kerja BARU bagi Para UMKM Pemula yang tidak Memiliki Banyak Biaya atau Modal yang Cukup untuk Menyewa RUKO dan Membeli Lahan Luas untuk Membuat Market BARU, Mereka Jelas akan ""Tersisih dan MATI"" Usaha yang di Jalankannya dalam Ekonomi Rumahan yang di Jalaninya. KINI, Saya Sudah PENSIUN dari Segala Kontribusi Pemikiran Ide dan Gagasan BARU untuk Negara. Karena Saya Benar-benar CAPEK dan LELAH untuk MENERAWANG Hal-Hal yang tidak Masuk Akal dan Membawa Manfaat baik Kepentingan Banyak Orang yang Memiliki Kepentingan yang Berbeda-beda. Semoga, Akan Selalu Inovasi-Inovasi Baru yang Kelak akan Tercipta Oleh Keadaan, di Manusia Sangat Membutuhkan Lahirnya Inovasi Cerdas dan Cemerlang di Masa Mendatang. Maafkan Saya, Sobat. ❤🤍🇮🇩",2023-10-28T12:36:01Z,0
@Diman14-jj3rk,"Indonesia action buat aplikasi tandingan tiktok, sebagai wadah para umkm dan affiliator ..POS expedisinya  ..aku yakin INDONESIA BISAAAAAAAAA",2023-10-27T11:19:16Z,0
@tanhengtjiang2712,Kita bikin toktik aja biar kita maju klu bisa,2023-10-26T05:18:03Z,0
@radityarifqi922,tiktok tdk membunuh UMKM cuma umkm kalah dlm bersaing,2023-10-24T04:17:07Z,0
@RahmatHidayat-ji7qx,Kalo rayakyat indonesia gak mau beli produk asing Tolong dong pihak pabrik kualitas di bagusin di oriin Buakan malah tiap tahun Matrial bahan dikurangi dengan alasan model baru bentuk baru Padahal sih mau cari untung,2023-10-23T14:33:55Z,0
@ardanyuwafi9834,Saya ga instal aplikasinya,2023-10-22T07:10:49Z,0
@dzubairelmusa2366,"emang apa ruginya lw kita ga tiktokan , apakah tiktok bisa menghapus dosa2 kitaa ?",2023-10-19T12:52:04Z,0
@meilanylutfiana6252,"tapi feeling gue indonesia bakal lebih growupp dan lebib maju, semua sektor bakal lebih bagus and bisa masuk top3 sedunia",2023-10-18T22:11:14Z,0
@siti_ainul-izzawati20.,Sry saya tk guna tiktok njing bhkn smua App china sya tk guna😅,2023-10-18T14:45:14Z,1
@ares8815,NGPAIN BELANJA DI PASAR HOEK CUIH,2023-10-16T00:48:47Z,0
@sungaming8789,"Pernah liat video tik tok, d yutub, download aplikasi kagak,",2023-10-15T23:23:07Z,0
@yonianugrah1336,Bubarkan saja tiktok  janqng  dijalankan lagi bubarkan  menancurka para penjahit,2023-10-14T15:26:50Z,0
@faza8811,"menurut gw tiktok itu bagus 1. bisa membuat marketing 2. bisa menuntaskan masalah maslah dalam politik  , negatifnya kita cara ngeggunain tiktok tu buat apa sih ? kalau kita sebagai conten creator ang bermanfaat dan membantu untuk menjual barang dan juga menuntaskan masalah ini hal yang bagus , tpi kalau kontenya pun engga bermanfaat itu menjelekan negara kita juga walau itu termasuk hal pribadi , dan haruspintar pintar untukmengelola waktu bermain aplikasi tiktok
\",2023-10-14T12:45:28Z,0
@witchdoctor3929,"Download tiktok cuma gara2 promo mlbb dan ga dapet skin langsung uninstal dan itu cuma di pake 3 menit , lagian app alay gitu hadehh -.-",2023-10-13T17:36:05Z,0
@anisapujianti9,"Ga hanya tiktok kali liat shopee, lazada dll",2023-10-13T08:30:06Z,0
@harinurikhwan5156,"Kata gw ge udh blokir z apk tiktok, gx ada gunanya buat anak bangsa.",2023-10-13T03:37:59Z,0
@bossmuda.sunmori_,Saya harap tiktok di hapus,2023-10-12T20:37:05Z,0
@rajninabilah962,Aku aja gk pernah  beli  di situ mahal  lebih ke oren,2023-10-12T12:18:57Z,0
@kumkummaluka427,Sebagai ibu-ibu saya lebih waras setelah Uninstall Tiktok 🙏,2023-10-12T08:57:37Z,0
@bintangkejora7876,Kadang kalu beli ditoko  offline mereka seenak jidat ngasih harga bangke,2023-10-11T15:36:11Z,0
@SalmanOfficial22,Mnurut gw yg swajar dan wajib di tutup dan di basmi ialah situs2 JUDI ONLINE,2023-10-11T14:36:50Z,0
@FaZel-em7hc,"Taukah kalian?... Berdasarkan sejarah, data, dan survei.
Indonesia merupakan bangsa yang tidak pernah mengusik negara lain. Indonesia di kenal negara yg ramah dan tak pernah mempermasalahkan suatu masalah diplomasi, bisa dikatakan jika Indonesia di salahi, cukup minta maaf aja semua selesai. Dengan banyaknya percobaan bangsa luar menjajah Indonesia dengan berbagai cara. Bahkan Indonesia tetap memafkan mereka dan tetap jalin kerja sama dengan bangsa yang mencoba menjajah. Itulah yang perlu di benahi Bangsa kita dengan kekuatan dan ketegasan. Dan tidak menutup kemungkina, Dinda mendatang akan di jajah kembali dengan cara dan motif yang berbeda. Dan begitu lagi respon indonesia tetap memafkan. Dan terus menerus seperti itu.  karena tahun demi tahun Indonesia sibuk mengurusi masalah internal. Dengan tidak sadar ternyata negara lain sudah berada di angka 100. Sedangkan Indonesia baru berada di angka 49, ditambah masalah yg tak kunjung selesai dari bangsa lain. Silahkan nilai sendiri, bahkan kita tidak tau mau dibawa kemana negara kita ini, bahkan sang nahkodapun tidak tau mau kemana. 
Kekayaan alam Indonesia yang melimpah. Tapi sayang kesenjangan sosial yang begitu kontras. 
Rakyat Indonesia dikenal juga dengan pekerja keras. Bahkan jutaan rakyat Indonesia miskin bukan karna malas, tapi karna tidak punya peluang.
NB: negara kita selalu disibukan dengan masalah internal yang tak kunjung usai. Sedangkan sang negara diplomat sudah menyiapkan strategi baru menjajah dengan  motif lain.",2023-10-11T07:16:16Z,1
@wendishaxiedjamica4903,".gw dari pertama tiktok keluar yang orang "" Sibuk cari uang undang teman sampe sekarang belom pernah download",2023-10-11T06:45:19Z,0
@cllaycreator8002,"Indonesia tau nya cuma murah aja gak pada tau tujuannya tiktok apa.
Dari awal gua gak setuju tiktok ada.",2023-10-11T06:25:01Z,0
@Naziadannawracanel,Ah bukannya yang live juga orang2 tanah abang di tiktok..,2023-10-11T05:54:09Z,0
@harmense3381,Pemerintah jauh lebih tahu mana yang terbaik buat rakyatnya dari pada bacotan loe !,2023-10-11T04:34:36Z,0
@kidsentertainmentgroup6683,Keren abangnya👏,2023-10-11T02:12:25Z,0
@Uknownpati,"Gimana mau jualan bang alogaritma tiktok itu ngeri 🤣. Lo punya barang bagus laris, bakal dijiplak ama china. Terus ada orang cari barang loe ga bakal ketemu ditiktok lagi karena alogaritmanya udah beda cuma nampilin barang"" yang mirip tapi dari china semua. Alhasil barang loe ga bakal laku lagi 🤣 ini yang sedang terjadi ditiktok.",2023-10-10T17:57:39Z,0
@amienbrrnthrhswirawan7776,Kalau sdh untung jgn simpan dollar saja tetapi inves lah dalam iptek riset dan invest ilmuan yg beken,2023-10-10T17:14:43Z,0
@amienbrrnthrhswirawan7776,Belajar lah dgn cara apa dan bagaimana hua wei bisa bangkit bidang hand phone nya walaupun di hantam oleh kekuatan negara asing berikut sekutu nya,2023-10-10T17:12:41Z,0
@amienbrrnthrhswirawan7776,Dulu ada GPS ada google ada android ada amazon facebook twitter instagram bluethooth wa ios iphone semua terima dgn diam terus ada bei dou ada stasiun ruang angkasa ada harmonis os ada tik tok mulai membuat barat tidak nyaman sehingga mulai muncul pro dan kontrak terhadap kompetitor baru yg muncul dari china sehingga mwnjadi perbincangan dan bahan diskusi pakar dan peneliti mereka meneliti cara apa dan bagaimana kenapa china bisa melakukan proyek yg besar ini dan ini sangat utk diteliti sebagai prinsip ilmiah utk maju karena tanpa mengikuti kemajuan akan berhenti,2023-10-10T17:09:55Z,0
@Bebas_ketawa,"Nice bang, 🎉",2023-10-10T16:16:57Z,0
@didikhariantodewantara4254,Saya dari dlu nek liat Tik Tok,2023-10-10T10:10:00Z,0
@adewahyu1258,Gua yg udh 3 minggu gk kerja gara² penjualan pasar lg sepi bingung hrus gmna,2023-10-10T09:40:56Z,0
@rihamraudathul5635,Wkwwk ujung2nya dukung tiktok...,2023-10-10T08:49:08Z,0
@bebaspentingsopan,Yang suka tiktok siapa tapi gak alay gak pargoyy?,2023-10-10T07:23:28Z,1
@musajepara7502,di Shopee motor harga nya 10rb mobil harganya 10rb lebih murah dari TikTok Shop,2023-10-10T06:47:03Z,0
@fickryd7002,"Odni Belum siap menerima kemajuan teknologi, untuk itu masyarakatnya dan  malah jadi budak teknologi.
Sosial media bagi orang yang "" jalan"" pikirannya mungkin akan menjadi ""ladang"", tapi bagi kebanyakan masyarakat Odni  sosial media hanya dijadikan hiburan penghilang penat karena sulitnya mencari uang, ataupun hal lainnya yang secara tidak sadar mereka terseret kedalamnya, dan ikut tren2 yang tidak ada manfaatnya samasekali.",2023-10-10T04:28:18Z,0
@dantelion9425,"gw jadi merasa goblok berasa tertinggal jauh!!
Dan harusnya gw belajar lebih dalem tentang digital, yang bergerak pesat!!",2023-10-10T02:25:46Z,0
@jazzydjodjo6383,"Brg bagus, harga murah, ga perlu cape2 dan berpanas2 bermacet2 keluar rumah. Gak ada infrastruktur yg nyaman buat shopping",2023-10-10T01:25:52Z,0
@hoseasubianto3003,"Konten2 ditik tok membawa emosional bahkan mertua saya bisa lihat tik tok dr jam 8 pagi sampe jam 2 subuh sampe ga makan, ga mandi, sama anak2 sama cucu gampang suka marah krn merasa terganggu saat lihat konten2 ditik tok, hubungan sama keluarga jd pecah dan menjauh...😢",2023-10-10T01:02:58Z,0
@landpeace07,"Mau minta jatah kali makanya diusil, maka itu bnyk pemodal asing gak mau bikin usaha disini,",2023-10-10T00:47:15Z,0
@za967,"Tutup banned aja, tiktok bkn indonesia kan",2023-10-09T18:25:06Z,0
@tb_ferdian9958,"Hahaha, untung gua gak pernah pakai tik tok.",2023-10-09T16:59:53Z,0
@warsonowarsono-cj8zh,hp gw no tiktok,2023-10-09T16:28:04Z,0
@wiratnojoyowiratno9268,"Indonesia penghasilannya murah makanya fokus di barang murah sebagian besar ya, tapi kalau sampai umkm pada tutup dan hanya menyisakan tik tok aja, pasti mereka akan menaikkan harga gila2 an karna mereka tidak punya musuh lagi, dan kita yang menjadi korban",2023-10-09T15:51:25Z,0
@exoplay6546,INDONESIA LAGI KEMBANGKAN RASIS DAN SUKU,2023-10-09T15:17:50Z,0
@exoplay6546,INDONESIA LAGI KEMBANGKAN RASIS BANG . AGAMA DAN SUKU,2023-10-09T15:09:22Z,0
@aufagrafistudio,"good, gw setuju",2023-10-09T12:54:30Z,0
@muhammadrifani1180,"Kapan indonesia keluar dari yang penting murah, tapi fokus ke kualitas....? Kalau saya jawabanya simpel kalau punya banyak uang berlebih untuk beli barang yang berkualitas

Alasan cari barang murah karena ya uang ny cuma cukup itu",2023-10-09T10:51:08Z,2
@gunawangunturrahayu-ux7yk,"Klo pemerintah mau matiin UMKM atau yang disebut UMKM naik level itu salah besar,",2023-10-09T07:29:16Z,0
@Putri2345a,"Bener bgt semua yg dibilang.. gue yg kulakan di pabrik 150 rb sedangkan dia langsung jual di tiktok 140 bahkan kadang bener2 ancur bgt harga jualnya pas di subsidi diskon dari tiktok. 
Alhasil sepi bgt jualanku krn customer pada langsung beli ke pabrik 😢",2023-10-09T07:14:05Z,0
@personaepikTV,UMKM itu apa ya? maaf sy Malaysian,2023-10-09T06:35:25Z,0
@pandusugiantarapandusugian8159,"Tiktok di ban karna China,tpi di ikn kok kerja sama sama china cuakkkssss😅",2023-10-09T06:15:33Z,0
@guntursyahputrachannel9356,Apa bedanya sama facebook twitter ig youtube pasti dijadiin alat propaganda belum google map dan video tokoorange,2023-10-09T06:10:37Z,0
@fadhilah.ind0260,"Aku yg mau terjun jdi umkm aja ketar ketir ngelihat harga dishopi, apalagi ditiktok shop itu🥲

Ngeliatin org2 yg beli tuh capek bgtdeh, udh tau hrga murah ya psti kualitasnya jele, tp kdang masih nyoba beli aja, alhasil ga dipake atau kdang sekali pake udh rusak.. 

Aku mau masuk ke olshop baju, udh pusing nyaingin hrga dishopi, kdang ampe ngebatin ‘ni org dpt bahan dr mana?? Knp hrga bisa sgini??’ 
Percayalah klo lu beli baju bagus dan mahal, itu bakalan worth it bgt dan terhitung murah, krna bahan bagus dan tahan lama.. dr pd murah tp bobrok jdi kudu beli lgi beli lgi",2023-10-09T04:56:37Z,0
@BANGAMATOFFICIAL,Xie Jin Ping Terlalu Over Power 😂 Rakyat China Terlalu Smart,2023-10-09T04:04:16Z,0
@user-qe2bo8uc5t,"Sebenarnya tiktok bisa tetap berjalan dgn aman di indo , hanya saja ... Mungkin karena tidak berbagi cuan dgn ... ??? Makanya di STOP lah ya hahaha.. sebenarnya pemerintah tinggal buat saja aplikasi tandingan tiktok yg lebih ok dr tiktok sehingga orang-orang akan berpindah dr tiktok ... bersaing sehat lah ya ... Tp nampaknya pemerintah belum punya orang2 it yg bisa buat aplikasi utk ngalain tiktok. Jadi .. yaa tutup aja .. selesai sudah ..",2023-10-08T22:25:34Z,0
@jiranjeje2254,Ban tik tok Indonesia harus bikin apl dalam negri sendiri si tiktok menurutku si bahaya bgt,2023-10-08T20:24:01Z,0
@Koclean,"Mahal ilmunya,,, buka mata buat kualitas bukan yg murah bermayoritas.... Gokil",2023-10-08T19:06:54Z,0
@edmundlie136,"sbnrnya tiktok itu alat buat kalian2 nih jd males!kerjaan cm joget2 jualan2 gitu2 doang, kalian dijadiiin mesin duit sm tiktok! mikir deh otak kalian skrg jd males bwt inovasi experimen hal2 yg bisa buat maju 1 negara , thats why tiktok itu di banned dr negara2 maju, biar rakyatnya ga diracunin hal2 ga guna! di indo malah dibanggain???woy bangun woy! negara laen udh bs bwt rudal antibalistik indonesia joget2 tiktok dpt duit sekelas sultan2an aja tp ya mentok jd budak tiktok😅",2023-10-08T18:13:18Z,0
@ekojuliariyanto3121,Tiktok harus ada aplikasi lagi tiktok shop,2023-10-08T17:05:11Z,0
@arifsinarta4693,"GW PRODUSEN LOKAL  SUDAH CUKUP LAMA ..HAL SEPERTI INI SUDAH TERPREDIKSI DARI 10 TAHUN YANG LALU. CUMA NGAK NYANGKA AJA BANYAK ARTIS YG DI ENDORCE BUAT JUALIN PANCI,DLL PRODUCT MADE IN TINGKOK .😵‍💫",2023-10-08T14:34:31Z,0
@willyanto6174,Yg punya ruko rugi besar,2023-10-08T10:35:53Z,0
@giL80859,"rakyat wajarlh mau yg murah karena kondisi ekonomi toh itu juga belajar dri pemerintah, pemerintah jokowi aja mauny yg dri china, misal kereta, mobil bus transjkarta, belum lgi alat alat proyek negara dn juga buruh kulinya satupaket didatangkn dari china, dan jug beras di import dri china kita ini cuma belajar dari presiden jokowi 😅",2023-10-08T09:12:31Z,0
@thekopipahit,Terimakasih sudah mencurahkan isi kepalaku🤘🤘,2023-10-08T04:32:27Z,0
@wayanpurna3281,"Yg main tikok untuk jualan psti ADA yg ga setuju tiktok shop.
Trus bilang,kasian kami nyari duit dri tiktok untuk jualan.",2023-10-08T02:25:41Z,0
@zhf4r76,"🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨""JANGAN SAMAKAN TIKTOK DENGAN GOJEK GREB...KARENA TIKTIK PRODAK ASING...DUIT INDONESIA BANYAK LARI KE CHINA...DAN TIKTOK MEMBUDAYAKAN BANGSA INDONESIA MENJADI MALAS UNTUK BERINOVASI DAN MANJA UNTUK KREAKTIF....🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",2023-10-08T02:16:10Z,0
@Dau19899,Ini baru bener,2023-10-07T23:52:13Z,0
@netizenyangbaik2847,113 jt pengguna tik tok do Indonesia terbesar ke 2 di dunia... Yg pertama negara mana ya...,2023-10-07T20:28:42Z,0
@BryanLai999,Baru tiktok cba klo ada org tau taobao 🤣 harganya lebih murah itu,2023-10-07T17:26:41Z,0
@E-Commarket,"tiktok yg punya mata cipit..para importir terbesar di indo juga mata cipit..yang lainnya,matanya masih beleken kali ya😂",2023-10-07T16:15:13Z,0
@edwardsitumorang881,Memang negara kita tertinggal membuat aturan mengantisipasi  kemajuan tehnologi dan efeknya disegala aspek,2023-10-07T14:28:12Z,0
@dedesart6518,"Indo tanpa tiktok pun akan bisa apa aja...dunia digital tanpa tiktok pun bisa tenar...bisa terbantu....tuhan mah ga bakal nuker rejeki lu...jangan ucapkan banyak orang terbantu GARA GARA tiktok ... jangan tutup mata Luh ...berapa banyak juga orang sesat, krisis moral. Dan banya sisi gelap lain nya GARA GARA tiktok...",2023-10-07T14:08:05Z,0
@murtilaksmi7321,Punya tiktok tp.gk pernah belanja di tik tok..cuma untuk.. hiburan... sewaktu-waktu aja.,2023-10-07T12:53:08Z,0
@desianasunarto6738,Hadir😂,2023-10-07T10:40:50Z,0
@user-ck7mg4zs5d,"KATA FERRY di Dedy podcast, YANG BUNUH UMKM ITU JUDI SLOT, karrna sekarang mikirnya dari pada untuk jajan, ngopi, warteg, lebih mensing depo slot😂😂😂😂😂 jadinya perputaran uang kita lamgsung ke negara pembuat judi slot😂",2023-10-07T09:50:51Z,0
@randomclips3971,"Gue balik lagi bang, gue selalu nonton konten lu apapun itu yang berbau tiktok, lu selalu membuat prediksi bahkan dari tahun lalu tentang dampak tiktokshop, gue tonton tahun lalu dan gue balik lagi setahun kemudian, boom, prediksi lu nyata...


Keren sih menurut gue, salut sama lu dan ilmu yang lu punya bang.
Awalnya gue gak mau percaya tentang omongan motivator dan market analisis, karena emang banyak yang asal cuap dan ga ada data serta bukti, tapi lu bisa buktiin wkwkwk.",2023-10-07T09:21:59Z,0
@Saripah-yw2ss,Seandainya semua sadar apa dampak negatifnya dari aplikasi yg satu ini,2023-10-07T09:09:32Z,0
@zinugraha2932,"To do point' aja Bilang aja izinnya ga ada . Jangan mengatasnamakan UMKM malah jadi dihapus.
Pemerintah suka banget ya open konflik.
Kalau masalah kerugian negara kan berarti emang mau nyari ladang baru untuk biaya tambahan , padahal kurang apa coba , bayar pajak dari hasil penjualan sudah , pajak kendaraan done , bahkan pajak tanah pun ada juga  dan tau ga materai 10rb elektronik pun juga sama kena pajak juga (pasti kamu ga tau ). Kek berasa zaman Majapahit serba memaksa , beda dengan negara tetangga..
(Noted : saga tidak mendukung siapapun , tapi emang pemerintah suka mengatasnamakan UMKM , kalau mau banned , banned sekalian jangan ngomong izinnya ga ada ) walaupun saya ga main tiktok tapi dari berita tv yang beredar ya seperti itu 😂",2023-10-07T06:35:35Z,0
@jimmyaruan1112,"Kenapa kita tidak bisa memanfaatkan tiktok, , bikin aja akun untuk jualan berbasis pajak dan undang2, , tp jangan yg dipersulit masyarakat, asal ada masukan pajak itu oke aja dan tentunya kesepakatan persennya.. daripada blokir rugi banyak untung ga ada, males aja bikin sistemnya.",2023-10-07T05:47:54Z,0
@widyayumpusp9001,Gilaaa ❤,2023-10-07T03:54:40Z,0
@mazbrow2692,"Tiktok dulu dihujat sekarang dijilat, Bowo tertawa melihat tiktokers",2023-10-07T02:16:26Z,0
@awagantv5332,"Konsumen :
Terlalu bnyk promo, berbahaya bgi yg konsumen tdk terkendali, trs belnja pdhl kemampuananya tdk mencukupi, hgga pinjam pinjol. Trs terlilit hutang.",2023-10-07T02:10:18Z,0
@rahmatanlilallamin266,"Tiktok entertaiment WAJIB DI TUTUP, tiktok shop jgn di hapus ..
  Kalopun gak bisa aku memilih Tiktok di hapus .. karen banyak negative daripada fositive nya",2023-10-07T01:13:02Z,0
@ph4257,Cengliiii 👍🏻👍🏻,2023-10-07T00:26:50Z,0
@user-px6qx3ro6u,"TIKTOK DI BAN KARNA BAHAYA BUAT PEMERINTAH ,,,,,,BANYAK YG VIRAL KARNA TIKTOK",2023-10-06T23:53:05Z,0
@AfrianySinthaSKepNs,"Koh, coba dong bikin ecomers sendiri, kita banyak nih masyarakat indonesia invest khusus UMKM indonesia kira2 bisa ngak ya saya yakin bisa karena perang sekarang adalah perang digital",2023-10-06T22:47:43Z,0
@learnit4375,dijajah secara halus,2023-10-06T20:54:23Z,0
@radickallchanell74,Jujur riview keren tp bingung ga ngerti karena campur bhs Inggris 😢,2023-10-06T20:49:37Z,1
@YouTubePremium-vl9dg,"gua bisa keluar dari aplikasih tiktok bg sudah hampir satu tahun lebih dan sampai sekarang kaga pernah mau pakai tiktok sejak tau aplikasih tiktok pemborosan kouta internet dan kaga tau kenapah hp yang gua gunakan selalu mati dan hidup nyah lama setelah download tiktok 
terpaksa gua hapus  sampai sekarang kaga mau pakai",2023-10-06T20:03:02Z,0
@agungwijaya7940,"Ancaman dari tiktok kalangan menengah keatas sampai pengusaha garmen bisa terjungkal
Judol ancaman dari kalangan bawah ,menengah sampai kalangan atas.
Ini sudah skenario 
Kita ingat dri masa lalu krismon di tahun 98 yg paling bertahan dan menyellamatkan itu umkm",2023-10-06T19:04:26Z,0
@user-ng2sk3cx9n,"Disini bukan mau bahas tik tok nya.tapi UNTUNG RUGI nya.
Yg nama ya pembeli jelas nyari yg murah jelas berbeda.dan tidak ada PAKSAAN.
Yg masalah negara merugi ratusan milyar bila rakyat tidak memakai kios kedai di PASAR  yg sudah ditetapkan iuran RUPIAH/ bulan nya.
Itu saja udah cukup.
Jelas,yg rugi itu siapa,otomatis krna ini pemerintahan jelas rakyat lah yg tetap mengeluarkan uang lebih banyak lagi.",2023-10-06T19:04:09Z,0
@fulanbinfulan477,"Koh gmn klo kita aktif d tiktok shop tp utk ngambil barang dagangan lagi utk di jual? Dan dari situ kita banyak sekali memperoleh keuntungan, Apakah itu sehat utk siklus dampak jangka panjang?",2023-10-06T18:55:11Z,0
@WargaMbasiran,"Saya jualan hand phone semua hp keluaran baru pasti ada app tiktok 
Semua saya uniinstal dari hp yang di beli user",2023-10-06T16:34:44Z,0
@mediasnackly,Tik tok itu apaan sih😮😮😮,2023-10-06T16:13:45Z,0
